ID	entity	role
547	Supreme Court Justice Anthony Kennedy	hero
551	The environment	victim
551	Americans	victim
551	the EPA	villain
551	Trump administration	villain
551	Eric Schneiderman New York's attorney general	hero
556	Residents of Berkieley	victim
556	the Berkeley City Council	villain
557	A tiny endangered butterfly	victim
557	President Donald Trump	villain
557	the Center for Biological Diversity	hero
558	Florida	victim
558	Florida Governor Rick Scott	villain
559	Marine life	victim
559	Trump	villain
565	Rising sea levels	villain
565	alarmists	villain
565	Tuvalu	villain
565	University of Auckland study	hero
567	Californian voters	hero
569	coral reef	victim
569	environment	victim
569	President Trump	villain
569	UN report on climate change	hero
570	US President Donald Trump	villain
570	Californias water management	hero
576	Donald Trump	villain
576	the Paris Agreement	hero
582	climate alarmists	villain
582	advocacy groups	villain
582	Journalists	villain
582	Climate scientists	villain
582	Sound science	hero
583	an island disappearing in the Chesapeake Bay	victim
583	erosion	villain
583	Seawalls	hero
583	Al Gore's	villain
583	James Ooker Eskridge	hero
586	mass extinction	victim
586	humanity	victim
586	carbon emissions	villain
586	decreasing carbon emissions	hero
589	The ocean	victim
589	environmental groups/environmentalists	victim
589	Conservation Voters	hero
589	Obama	villain
589	the Trump administration	villain
589	The Natural Resources Defense Council NRDC the Center for Biological Diversity	hero
593	the Trump administration	hero
593	Trump	hero
593	Environmental Protection Agency	hero
593	power plants	victim
593	utilities	villain
593	Obama-era regulations	villain
594	China	villain
594	coal	hero
594	Coal workers	victim
595	California	hero
595	Nichols	hero
595	Auto industry	victim
595	car industry	victim
595	Polluting autos	villain
596	rising temperatures	villain
596	species in some parts of the world	victim
596	a press release touting the study's new findings	hero
597	elites	villain
597	America	victim
597	President Donald J. Trump	hero
597	our economy	victim
597	liberal agenda	villain
601	climate alarmists	villain
601	Comedian Bill Nye	villain
602	Exxon	victim
602	Los Angeles Times	villain
602	Spencer	hero
605	taxpayers	victim
605	the Left	villain
605	free markets competition	hero
605	energy subsidies and regulations	villain
607	A coalition of states	hero
607	Schneiderman	villain
607	the Trump administration's	villain
611	environment	victim
611	workers and their families	victim
611	Liberals	villain
611	Fox News host Tucker Carlson	hero
614	environment	victim
614	Liberal elites'	villain
616	people	villain
618	Rising sea levels	villain
618	activists	hero
618	its 450 residents	victim
618	Tangier residents	victim
618	a powerful new ally : U.S. President Donald Trump	villain
618	James Eskridge mayor of the mainly Republican island community	hero
619	people impacted by natural disasters	victim
619	a new study	hero
624	A coalition of left-leaning states and environmental groups	hero
624	Environmental Protection Agency Administrator Scott Pruitt	villain
624	the Trump administration's	villain
624	Obama's Clean Power Plan	victim
624	clean power infrastructure	hero
628	Environmental Left	villain
628	the protests	villain
628	Local ranchers	victim
628	Oil spill catchment facilities	hero
630	media	villain
630	NBC Nightly News	villain
632	taxpayers	victim
632	proposed carbon tax	villain
632	rollback of federal environmental regulations	hero
632	the Climate Leadership Council CLC	villain
632	tax and value	villain
634	Antarctica	victim
634	global warming	villain
634	The New York Times	villain
638	wildfires	villain
638	homeowners	victim
638	Northern California homeowners	victim
638	Californian authorities	hero
638	Authorities	hero
639	plants and food	victim
639	Trump	hero
639	America	victim
639	former Secretary of State John Kerry	villain
640	our planet	victim
640	President Trump's	villain
640	three prominent European heads of state	hero
640	Global climate response	victim
640	the Paris climate accord	hero
642	Workers	victim
642	the country	victim
642	Obama	villain
642	Trump	hero
642	the Clean Air Act	villain
643	kids	victim
643	the Left	villain
646	water supply expansion	hero
646	Californians	victim
646	California's Jerry Brown	villain
650	Antarctic regions	victim
650	Antarctica	victim
650	Melting ice sheets	villain
650	Global warming	villain
651	Radical environmentalists	villain
651	Grandma	victim
651	Normal people	victim
651	A recent Vox piece by Dean Peterson	villain
652	an estimated 573000 birds and 888000 bats a year	victim
652	Democratic Gov. Andrew Cuomo's	villain
652	town of Yates	victim
652	Riggi	hero
655	the world	victim
655	Trump	villain
655	Canadian Prime Minister Justin Trudeau	hero
655	our economy	victim
655	Paris climate accord	hero
656	climate alarmists	victim
656	carbon dioxide	hero
656	carbon dioxide emissions	villain
657	Donald Trump	victim
657	Conservatives	victim
657	the New York Times	villain
661	residents	victim
661	East Chicago	victim
661	hazardous waste	villain
662	environment	victim
662	human health	victim
662	the EPA	victim
662	Trump administration	villain
662	the EPA's regulations	hero
662	Institute	villain
663	The Arctic	victim
664	Trump	villain
664	Congressional Democrats	hero
664	Region	victim
664	the Great Lakes area office	victim
665	glaciers	victim
665	the world	hero
665	the U.S.	victim
665	Trump	villain
665	Trump administration	villain
665	The New York Times	hero
667	Washington	villain
667	white house	villain
667	their carbon pollution	villain
667	Envrionmental laws	hero
667	market-based policies on their own	hero
668	people of color and poor people	victim
668	people of color	victim
668	poor people	victim
668	Trump	villain
668	Trump administration	villain
668	Climate policy	hero
674	Standing Rock Sioux community	victim
674	Boasberg	hero
674	the Dakota Access oil pipeline	villain
675	Trump	villain
675	Paris Agreement	hero
676	Citizens impacted by environmental disasters	victim
676	the Trump administration	villain
676	the United States'	victim
676	The Clean Power Plan	hero
678	Republican politicians	villain
678	Senators	hero
678	Texas	victim
678	Fossil fuels	villain
678	Clean Energy Technology	hero
679	Donald Trump	villain
679	the United States	victim
679	Paris Accord	hero
681	humans	victim
681	Trump	villain
681	Trump administration	villain
681	greenhouse gas emissions	villain
681	the Paris climate agreement	hero
685	Donald Trump	villain
685	Republicans	villain
685	Renewables	hero
686	the poverty-striken	victim
686	the United States	villain
686	the Paris agreement on climate change	hero
687	Alabama	victim
687	Roy Moore	villain
688	communities affected by climate change	victim
688	communities hit by natural disasters	victim
688	Trump	villain
689	President Donald Trump	villain
689	the United States	victim
689	Climate policy	hero
690	environment	victim
690	health risks	victim
690	human health	victim
690	Obama	hero
690	Pruitt	villain
690	Trump administration	villain
690	Clean Power Plan	hero
691	Earth's Life	victim
691	Life on earth	victim
691	Capitalists	villain
691	human over-population pollution	villain
691	growth	villain
691	Earth first	hero
693	President Donald Trump's	villain
693	Senate panel	hero
693	US Senate	hero
697	drought	villain
697	environment (trees etc)	victim
697	Communities	victim
697	Governor Jerry Brown	hero
697	California's agricultural economy	victim
700	coastal communities	victim
700	the Trump administration	villain
700	US climate response	victim
704	Administrator Scott Pruitt	villain
704	Climate science	victim
704	the scientists that are advising us	victim
705	Coastal cities	victim
705	World Resources Institute	hero
706	Trump administration	villain
706	Environmental Protection Agency	victim
706	Washington CNN President Donald Trump	villain
706	Perciasepe	hero
708	Americans	victim
708	Child asthma suffers	victim
708	Pruitt	villain
708	the EPA	villain
708	The Clean Power Plan	hero
708	Natural Resources Defense Council	hero
710	wildlife conservation	victim
710	these monuments	victim
710	Trump administration	villain
710	Fish and Wildlife Service	hero
711	coastal communities	victim
711	the billionaire Republican megadonor	villain
711	carbon pricing	hero
711	plan	hero
713	environement	victim
713	American lives	victim
713	the United States	victim
713	Congress	hero
713	Impeachment Of Scott Pruitt	hero
713	Scott Pruitt	villain
716	People of Florida	victim
716	Trump administration	villain
716	Trump dismisses climate change question by contradicting himself on hurricanes Trump	villain
716	human activity	villain
718	Fake news	villain
718	Scientists who believe climate change is caused by humans	victim
719	Energy Secretary Rick Perry	villain
719	greenhouse gas emissions	villain
720	Rising sea levels	villain
720	Coastal cities	victim
720	Florida	victim
722	Donald Trump	villain
722	the U.S.	victim
722	American state governments	hero
722	cities	hero
722	state governments	hero
722	25.000 people	hero
725	Montana environment	victim
725	Four Christian church leaders in Montana	hero
725	Sen. Steve Daines	villain
726	Fracking	villain
732	Hurricane Irma	villain
732	Florida	victim
732	The U.S. Nuclear Regulatory Commission NRC	hero
732	the two nuclear reactors at the Turkey Point plant	victim
733	President Donald Trump	villain
733	the United States	victim
733	environmental regulation	victim
733	the Paris climate accord	hero
734	Donald Trump	villain
734	California state legislature	hero
734	deal	hero
734	US Climate Policy	victim
737	environment	victim
737	waterways	victim
737	the Trump administration	villain
737	Laporte	hero
738	Trump administration	villain
738	Bernie Sanders	hero
738	Donald Trump's	villain
739	climate change	villain
739	Homeowners in floodplains	victim
739	the federal government	hero
739	burning of fossil fuels	villain
739	green infrastructure	hero
740	The Trump administration	villain
740	Clean Power Plan	victim
743	Paris Agreement	hero
743	emissions contained in the Paris agreement	villain
743	reduce emissions	hero
743	cut emissions	hero
746	Coastal areas	victim
746	the United States	victim
746	U.S. President Donald Trump	villain
748	the US administration under Donald Trump	villain
748	Actions to reduce CO2 emissions	victim
748	Keith	victim
748	Geoengineering	victim
756	global ice and snow cover	victim
756	The Arctic	victim
756	decision makers	hero
756	policy makers	hero
756	carbon dioxide	villain
756	greenhouse gases	villain
756	report	hero
757	Donald Trump	villain
757	the EU	hero
757	The head of the Environmental Protection Agency	villain
757	the landmark Paris agreement	hero
758	the country's health	victim
758	Trump	villain
760	drinking water	victim
760	waterways that provide drinking water	victim
760	Michael Brune executive director of Sierra Club	hero
760	117 million Americans	victim
760	The Environmental Protection Agency	villain
760	the rule	hero
761	the U.S.	victim
761	Trump	villain
761	Former Vice President Al Gore	hero
761	the Paris climate agreement	hero
765	the size of 39 named glaciers in Montana	victim
765	global warming	villain
765	Montana	victim
767	democrats and conservatives	hero
767	the bipartisan Climate Leadership Council	hero
767	coal miners	victim
767	greenhouse gas polluters	villain
767	polluters	victim
769	United States environmental policy	victim
770	President Donald Trump	villain
770	the Arctic Council	hero
770	the eight Arctic nations	victim
770	greenhouse gases	villain
770	The joint agreement by the Arctic Council	hero
771	increase in temperature	villain
771	Temperature rises in the Antarctic region	villain
771	Climate change	villain
779	California	hero
779	President Obama's	villain
779	the nation's	victim
779	U.S climate response	victim
780	President Trump	villain
780	the United States	victim
780	the Paris climate accord	hero
789	Climate activists	hero
789	human health	victim
789	Trump	villain
789	Trump administration	villain
789	senator	hero
789	The US Environmental Protection Agency's main climate change website	villain
790	an enormous crack in an Antarctic ice shelf	villain
790	Coastal cities	victim
790	coastal cities	victim
794	Donald Trump	villain
794	the United States	victim
797	President Trump	villain
797	everyone at the table at the G-7 summit in Taormina	hero
800	President Donald Trump	villain
800	the US	victim
800	the world	victim
800	the 2015 Paris climate agreement	hero
801	the Trump administration	villain
801	the United States	victim
801	the nation's	victim
801	Paris Accord	hero
801	the climate pact	hero
802	Trump administration	hero
802	The head of the Environmental Protection Agency	villain
802	Clean Power Plan	villain
802	Plan	victim
804	carbon emissions	villain
804	Carbon tax	hero
804	The group	hero
808	the environmental movement	villain
810	The Center for Biological Diversity	hero
810	the incoming Trump administration	villain
810	the US	victim
810	the US Department of Agriculture USDA	victim
810	Bianca Moebius-Clune director of soil health	villain
811	The Environmental Protection Agency	villain
811	scientific communities who conclude that human-caused global warming is a proven fact	victim
812	weather phenomenon	villain
812	human activities	villain
812	the Paris agreement	hero
813	California	hero
813	Donald Trump's	villain
813	gas and coal companies	villain
814	coal	villain
814	companies	villain
814	natural gas	hero
814	rule	hero
820	a US appeals court	hero
820	EPA Administrator Scott Pruitt	villain
820	The Environmental Protection Agency's	villain
822	greenies	villain
822	Climate Industrial Complex	villain
822	Scientific papers casting doubt on global warming	hero
823	Obama	villain
823	Trump	hero
823	U.S economy	victim
823	the Clean Power Plan	villain
824	the Arctic Circle	victim
824	the U.S.	victim
824	President Donald Trump's	villain
824	Secretary of State Rex Tillerson	hero
824	the Paris Climate Treaty	hero
825	the planet	victim
825	green propaganda	villain
825	Nuclear power	hero
825	Lovelock	hero
825	the stupid bloody academics	villain
828	Manufacturing sectors	victim
828	Musk	villain
828	government subsidies	villain
832	Climate activists	hero
832	public health	victim
832	President Donald Trump's	villain
832	President Obama's	hero
832	thousands of scientists students and research advocates	victim
833	the EPA	hero
833	the United States	victim
833	Schwarzenegger	villain
835	Obama	hero
835	US President Donald Trump	villain
838	The environment	victim
838	Southern states	victim
838	Portugal	victim
838	the US Department of Agriculture's	villain
838	Anne Petermann executive director at the Global Justice Ecology Project	hero
840	people in Appalachia	victim
840	people living near mountaintop mining sites	victim
840	Trump	villain
840	scientist that were arbitrarily reassigned	victim
843	climate change	villain
843	Trump administration officials	villain
845	Migratory Songbirds	victim
845	manmade global warming	villain
845	Policymakers	victim
845	a new study from Scientific Reports	villain
846	Global ecosystems	victim
846	the Pope's	villain
846	Carbon pollution	villain
846	The Paris Agreement	hero
847	California drinking water	victim
847	California water districts	hero
847	public health	victim
847	the Rio Linda Elverta Community Water District	villain
847	the US government	villain
848	Australian and German taxpayers	victim
848	consumers	victim
848	Political leaders	hero
848	Paris Agreement	villain
848	Paris Climate Commitments	villain
850	The Sierra Club	hero
850	7500 Americans	victim
850	coal	villain
850	workers who depend on the fossil fuel economy	victim
852	the world	victim
852	Democrats	hero
852	Trump administration	villain
852	EPA appointee William Wehrum	villain
852	Puerto Rico	victim
852	Senator Jeff Merkley D-OR	hero
852	greenhouse gases	villain
857	soil	victim
857	Water	victim
857	workers	victim
857	the Department of Ecology	hero
857	by Washington River Protection Solutions WRPS	villain
857	Hanford	victim
858	environmental activists	villain
858	25000 people	victim
858	carbon emissions	villain
858	the Paris Climate Accord	villain
863	the Trump administration	hero
863	California Governor Jerry Brown	villain
863	Governor Jerry Brown	villain
863	Jerry Brown	hero
863	Car industries	victim
866	Hurricane Harvey	villain
866	Texan air quality	victim
866	Texas	victim
866	Exxon	villain
868	Trump	villain
868	Scott Pruitt the head of the Environmental Protection Agency	villain
868	Carbon emissions	villain
868	Obama-era regulations	hero
868	Fox News's Chris Wallace	hero
869	Protesters	villain
869	Washington Governor Jay Inslee D	hero
869	a BNSF train	victim
869	a proposed oil terminal	villain
873	Tropical waves' of air	villain
873	tropical waves	villain
873	Florida	victim
875	ETC	hero
875	energy industry	victim
875	Paris Accord	hero
875	Green energy	hero
876	Global warming	villain
876	Movement	hero
876	World Catholic Climate Change Movement	hero
876	coal	villain
876	gas	villain
876	oil	villain
878	Alaskan wildlife	victim
878	animals	victim
878	Trump	villain
878	Trump administration	villain
878	The Center for Biological Diversity Greenpeace and REDOIL lawsuit	hero
880	the carbon cycle	villain
880	your grandchildren	victim
880	Rothman	villain
882	people and animals in Alaska	victim
882	Global warming	villain
882	warming	villain
882	Alaska	victim
883	Western Civilization	victim
883	Aussie ex-Prime Minister Tony Abbott	victim
883	Greens	villain
883	Tony Abbott	victim
180	labor unions	victim
180	oil companies	victim
